;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;ID;Nombre;RUT;Tipo;Tipo Entidad;F. Creacion;Actividades;CÃ³digos;MCC;Industria SII;Categoria Tramo Ventas;Ventas;Empleados;Region;Deuda Directa vigente;Deuda Directa morosa;Deuda Directa vencida;Deuda Directa consumo;Deuda Directa de credito;Deuda Directa de hipoteca;Deuda Directa financiera;Deuda Directa de operacion de pacto;Deuda Directa comercial;Deuda Directa castigada;Deuda Indirecta vigente;Deuda Indirecta vencida;Deuda Indirecta castigada;Deuda Leasing vigente;Deuda Leasing morosa;Deuda Linea credito;Deuda Credito contingente;Monex vigente;Monex vencido;B. concursal;B. concursal monto;B. concursal 12m;B. concursal 12m monto;Tiene B. concursal 12m;Tiene B. concursal;B. laboral;B. laboral monto;B. laboral 12m;B. laboral 12m monto;Tiene B. laboral 12m;Tiene B. laboral;B. comercial;B. comercial monto;B. comercial 12m;B. comercial 12m monto;Tiene B. comercial 12m;Tiene B. comercial;B. INFOCOM;B. INFOCOM monto;B. INFOCOM 12m;B. INFOCOM 12m monto;Tiene B. INFOCOM 12m;Tiene B. INFOCOM;Causas legales;Causas legales en contra;Causas legales a favor;Causas legales no aplicable;Causas legales rol desconocido;Causas legales activas;Causas legales activas en contra;Causas legales activas a favor;Causas legales activas no aplicable;Causas legales activas rol desconocido
;4841926224;Vaca Pacheco Hermanos;99962465;Persona;cl_person;2023-04-17;"SERVICIOS DE ARBITRAJE; SINDICOS DE QUIEBRA Y PERITOS JUDICIALES; OTRA";691009;ABOGADOS;;Sin InformaciÃ³n;-;;;1324000;0;0;1324000;1000;0;0;0;0;0;0;0;0;0;0;45240000;0;0;0;0;0;0;0;false;false;0;0;0;0;false;false;0;0;0;0;false;false;0;0;0;0;false;false;0;0;0;0;0;0;0;0;0;0
;8062932644;Arreola, Cuellar y Galarza Asociados;78655284;Persona;cl_person;2023-04-17;REPARACION DE OTRO TIPO DE MAQUINARIA Y EQUIPOS INDUSTRIALES N.C.P.|TERMINACION Y ACABADO DE EDIFICIOS|OTRAS ACTIVIDADES DE DOTACION DE RECURSOS HUMANOS;331209|433000|783000;REPARACIONES|OTROS CONTRATISTAS GENERALES|OTROS PROFESIONALES;;Sin InformaciÃ³n;-;;;115468000;0;0;5032000;4000;13895000;0;0;96541000;0;0;0;0;0;0;3740000;0;0;0;0;0;0;0;false;false;0;0;0;0;false;false;1;1407093;1;1407093;true;true;1;822631;1;822631;true;true;0;0;0;0;0;0;0;0;0;0
;2347686595;Badillo Ulloa e Hijos;46752617;Persona;cl_person;2023-04-17;"SERVICIOS DE ASESORAMIENTO Y REPRESENTACION JURIDICA|SERVICIOS DE ARBITRAJE; SINDICOS DE QUIEBRA Y PERITOS JUDICIALES; OTRA";691001|691009;ABOGADOS|ABOGADOS;;Sin InformaciÃ³n;-;;;31931000;0;0;31931000;2000;0;0;0;0;0;0;0;0;0;0;72067000;0;0;0;0;0;0;0;false;false;0;0;0;0;false;false;0;0;0;0;false;false;0;0;0;0;false;false;0;0;0;0;0;0;0;0;0;0
;5228135593;Salazar Medina e Hijos;28585112;Persona;cl_person;2023-04-17;TRANSPORTE DE CARGA POR CARRETERA|OTRAS ACTIVIDADES DE SERVICIOS DE APOYO A LAS EMPRESAS N.C.P.;492300|829900;SERVICIOS DE REMOLQUE|OTROS SERVICIOS PROFESIONALES;;Sin InformaciÃ³n;-;;;51545000;0;0;3356000;2000;0;0;0;48189000;0;0;0;0;0;0;5414000;0;0;0;0;0;0;0;false;false;0;0;0;0;false;false;0;0;0;0;false;false;0;0;0;0;false;false;0;0;0;0;0;0;0;0;0;0
;9252462153;Tejada, TerÃ¡n y FarÃ­as Asociados;17303798;Persona;cl_person;2023-04-17;EVALUACION DE RIESGOS Y DAÃ‘OS (INCLUYE ACTIVIDADES DE LIQUIDADORES DE|ACTIVIDADES DE CONSULTORIA DE GESTION;662100|702000;OTROS PROFESIONALES|CONSULTORAS;;Sin InformaciÃ³n;-;;;40599000;0;0;8781000;3000;31818000;0;0;0;0;0;0;0;0;0;14593000;0;0;0;0;0;0;0;false;false;0;0;0;0;false;false;0;0;0;0;false;false;0;0;0;0;false;false;0;0;0;0;0;0;0;0;0;0
;1725599536;Cazares, Sotelo y Lozano Asociados;68195782;Persona;cl_person;2023-04-17;SERVICIOS PROFESIONALES DE INGENIERIA Y ACTIVIDADES CONEXAS DE CONSULT;711003;SERVICIOS DE ARQUITECTURA, INGENIERIA Y AGRIMENSURA;;Sin InformaciÃ³n;-;;;23593000;0;0;1499000;2000;22094000;0;0;0;0;0;0;0;0;0;351000;0;0;0;0;0;0;0;false;false;0;0;0;0;false;false;0;0;0;0;false;false;0;0;0;0;false;false;0;0;0;0;0;0;0;0;0;0
;1266547208;Franco Tijerina S.L.;76414326;Persona;cl_person;2023-04-17;"SERVICIOS DE ARBITRAJE; SINDICOS DE QUIEBRA Y PERITOS JUDICIALES; OTRA|OTRAS ACTIVIDADES DE SERVICIOS PERSONALES N.C.P.";691009|960909;ABOGADOS|OTROS DEL RUBRO ESPECIALIDADES;;Sin InformaciÃ³n;-;;;80277000;0;0;2479000;1000;74734000;0;0;3064000;0;0;0;0;0;0;61914000;0;0;0;0;0;0;0;false;false;0;0;0;0;false;false;0;0;0;0;false;false;0;0;0;0;false;false;0;0;0;0;0;0;0;0;0;0
;7666129733;NevÃ¡rez, Armijo y Miranda Asociados;30588188;Persona;cl_person;2023-04-17;CONSTRUCCION DE PROYECTOS DE SERVICIO PUBLICO|TERMINACION Y ACABADO DE EDIFICIOS|OTRAS ACTIVIDADES DE SERVICIOS PERSONALES N.C.P.;422000|433000|960909;OTROS CONTRATISTAS GENERALES|OTROS CONTRATISTAS GENERALES|OTROS DEL RUBRO ESPECIALIDADES;;Sin InformaciÃ³n;-;;;283114000;6073000;0;9166000;2000;157029000;0;0;101614000;0;35000;0;0;0;0;28000;21378000;0;0;0;0;0;0;false;false;0;0;0;0;false;false;0;0;0;0;false;false;0;0;0;0;false;false;0;0;0;0;0;0;0;0;0;0
;9687415165;Arriaga, Cedillo y Alvarado Asociados;59631749;Persona;cl_person;2023-04-17;OTRAS ACTIVIDADES DE SERVICIOS DE APOYO A LAS EMPRESAS N.C.P.;829900;OTROS SERVICIOS PROFESIONALES;;Sin InformaciÃ³n;-;;;107058000;0;0;21866000;2000;85192000;0;0;0;0;0;0;0;0;0;3902000;0;0;0;0;0;0;0;false;false;0;0;0;0;false;false;0;0;0;0;false;false;0;0;0;0;false;false;0;0;0;0;0;0;0;0;0;0
;8989316161;Delvalle Hermanos;31122534;Persona;cl_person;2023-04-17;"EMPRESAS DE ASESORIA Y CONSULTORIA EN INVERSION FINANCIERA; SOCIEDADES|SERVICIOS DE ASESORAMIENTO Y REPRESENTACION JURIDICA|SERVICIOS DE ARBITRAJE; SINDICOS DE QUIEBRA Y PERITOS JUDICIALES; OTRA";661903|691001|691009;OTROS PROFESIONALES|ABOGADOS|ABOGADOS;;Sin InformaciÃ³n;-;;;713218000;0;0;106964000;4000;606254000;0;0;0;0;746003000;0;0;0;0;64631000;0;0;0;0;0;0;0;false;false;0;0;0;0;false;false;0;0;0;0;false;false;0;0;0;0;false;false;0;0;0;0;0;0;0;0;0;0
;1586901069;AraÃ±a e Hijos;75750167;Persona;cl_person;2023-04-17;VENTA AL POR MAYOR DE VEHICULOS AUTOMOTORES|VENTA AL POR MENOR POR CORREO, POR INTERNET Y VIA TELEFONICA;451001|479100;COMPRA VENTA DE AUTOS|TELEMARKETING;;Sin InformaciÃ³n;-;;;8322000;0;0;5380000;3000;2941000;0;0;0;0;0;0;0;0;0;267000;0;0;0;0;0;0;0;false;false;0;0;0;0;false;false;0;0;0;0;false;false;0;0;0;0;false;false;0;0;0;0;0;0;0;0;0;0
;1104137954;Valle e Hijos;11331244;Persona;cl_person;2023-04-17;VENTA AL POR MENOR DE VEHICULOS AUTOMOTORES NUEVOS O USADOS (INCLUYE C|VENTA DE PARTES, PIEZAS Y ACCESORIOS PARA VEHICULOS AUTOMOTORES;451002|453000;COMPRA VENTA DE AUTOS|SERVICIOS ESPECIALIZADOS AUTOMOTRICES;;Sin InformaciÃ³n;-;;;5616000;0;0;718000;1000;0;0;0;4898000;0;89779000;0;0;0;0;4118000;0;0;0;0;0;0;0;false;false;0;0;0;0;false;false;0;0;0;0;false;false;0;0;0;0;false;false;0;0;0;0;0;0;0;0;0;0
;9647665065;Carrero, Curiel y BerrÃ­os Asociados;85553218;Persona;cl_person;2023-04-17;TERMINACION Y ACABADO DE EDIFICIOS|VENTA AL POR MAYOR DE VEHICULOS AUTOMOTORES|VENTA AL POR MENOR DE VEHICULOS AUTOMOTORES NUEVOS O USADOS (INCLUYE C|TRANSPORTE DE CARGA POR CARRETERA;433000|451001|451002|492300;OTROS CONTRATISTAS GENERALES|COMPRA VENTA DE AUTOS|COMPRA VENTA DE AUTOS|SERVICIOS DE REMOLQUE;;Sin InformaciÃ³n;-;;;42201000;0;0;17994000;1000;0;0;0;24207000;0;27318000;0;0;0;0;4397000;0;0;0;0;0;0;0;false;false;0;0;0;0;false;false;0;0;0;0;false;false;0;0;0;0;false;false;0;0;0;0;0;0;0;0;0;0
;1371322360;TÃ©llez y Ledesma;25083535;Persona;cl_person;2023-04-17;FONDOS Y SOCIEDADES DE INVERSION Y ENTIDADES FINANCIERAS SIMILARES|SERVICIOS DE ASESORAMIENTO Y REPRESENTACION JURIDICA|OTRAS ACTIVIDADES DE SERVICIOS DE APOYO A LAS EMPRESAS N.C.P.;643000|691001|829900;OTROS PROFESIONALES|ABOGADOS|OTROS SERVICIOS PROFESIONALES;;Sin InformaciÃ³n;-;;;199591000;0;0;1187000;2000;198404000;0;0;0;0;141802000;0;0;0;0;36118000;0;0;0;0;0;0;0;false;false;0;0;0;0;false;false;0;0;0;0;false;false;0;0;0;0;false;false;0;0;0;0;0;0;0;0;0;0
;2077388778;Arias Coronado e Hijos;86351708;Persona;cl_person;2023-04-17;OTRAS ACTIVIDADES DE VENTA AL POR MENOR EN COMERCIOS NO ESPECIALIZADOS|OTRAS ACTIVIDADES DE SERVICIOS PERSONALES N.C.P.;471990|960909;TIENDAS NO CLASIFICADAS|OTROS DEL RUBRO ESPECIALIDADES;;Sin InformaciÃ³n;-;;;2054000;0;0;2054000;2000;0;0;0;0;0;0;0;0;0;0;6445000;0;0;0;0;0;0;0;false;false;0;0;0;0;false;false;0;0;0;0;false;false;0;0;0;0;false;false;0;0;0;0;0;0;0;0;0;0
;3367292591;Rosario e Hijos;66760983;Persona;cl_person;2023-04-17;OTRAS ACTIVIDADES AUXILIARES DE LAS ACTIVIDADES DE SEGUROS Y FONDOS DE;662900;TITULOS VALORESÃ¢â‚¬â€CORREDORES/DISTRIBUIDORES;;Sin InformaciÃ³n;-;;;1485000;0;0;1485000;1000;0;0;0;0;0;0;0;0;0;0;14846000;0;0;0;0;0;0;0;false;false;0;0;0;0;false;false;0;0;0;0;false;false;0;0;0;0;false;false;0;0;0;0;0;0;0;0;0;0
;6721493544;Montero y Agosto;13743253;Persona;cl_person;2023-04-17;VENTA AL POR MAYOR DE VEHICULOS AUTOMOTORES|VENTA AL POR MAYOR DE MATERIAS PRIMAS AGRICOLAS|VENTA AL POR MAYOR DE ANIMALES VIVOS|VENTA AL POR MAYOR DE PRODUCTOS DEL MAR (PESCADOS, MARISCOS Y ALGAS)|VENTA AL POR MENOR EN COMERCIOS DE VESTUARIO Y PRODUCTOS PARA EL HOGAR|VENTA AL POR MENOR DE ALIMENTOS EN COMERCIOS ESPECIALIZADOS (ALMACENES|VENTA AL POR MENOR EN COMERCIOS ESPECIALIZADOS DE CARNE Y PRODUCTOS CA|VENTA AL POR MENOR EN COMERCIOS ESPECIALIZADOS DE FRUTAS Y VERDURAS (V|VENTA AL POR MENOR EN COMERCIOS ESPECIALIZADOS DE PRODUCTOS DE PANADER|VENTA AL POR MENOR DE BEBIDAS ALCOHOLICAS Y NO ALCOHOLICAS EN COMERCIO|VENTA AL POR MENOR DE APARATOS ELECTRICOS, TEXTILES PARA EL HOGAR Y OT|VENTA AL POR MENOR DE OTROS PRODUCTOS EN COMERCIOS ESPECIALIZADOS N.C.|TRANSPORTE DE CARGA POR CARRETERA;451001|462010|462020|463013|471910|472101|472102|472103|472105|472200|475909|477399|492300;COMPRA VENTA DE AUTOS|OTROS PROFESIONALES|OTROS PROFESIONALES|OPERADORES MAYORISTAS|GRANDES TIENDAS - POR DEPARTAMENTO|MINIMARKET-ALMACEN|CARNICERIAS, FRIGORIFICOS|MINIMARKET-ALMACEN|PANADERIAS|BOTILLERIAS|TIENDA DE ELECTRODOMESTICOS Y ELECTRONICOS|TIENDAS NO CLASIFICADAS|SERVICIOS DE REMOLQUE;;Sin InformaciÃ³n;-;;;28431000;0;0;21080000;2000;0;0;0;7351000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false;false;0;0;0;0;false;false;6;18560000;0;0;false;true;0;0;0;0;false;false;0;0;0;0;0;0;0;0;0;0
;4438801671;RamÃ³n Ybarra Hermanos;77869147;Persona;cl_person;2023-04-17;OTRAS ACTIVIDADES AUXILIARES DE LAS ACTIVIDADES DE SEGUROS Y FONDOS DE;662900;TITULOS VALORESÃ¢â‚¬â€CORREDORES/DISTRIBUIDORES;;Sin InformaciÃ³n;-;;;4743000;0;0;4743000;2000;0;0;0;0;0;0;0;0;0;0;138000;0;0;0;0;0;0;0;false;false;0;0;0;0;false;false;0;0;0;0;false;false;0;0;0;0;false;false;0;0;0;0;0;0;0;0;0;0
;9684628413;GalvÃ¡n, GonzÃ¡lez y Tejada Asociados;83160987;Persona;cl_person;2023-04-17;REPARACION DE BUQUES, EMBARCACIONES MENORES Y ESTRUCTURAS FLOTANTES|VENTA AL POR MAYOR DE VEHICULOS AUTOMOTORES|MANTENIMIENTO Y REPARACION DE VEHICULOS AUTOMOTORES|VENTA DE PARTES, PIEZAS Y ACCESORIOS PARA VEHICULOS AUTOMOTORES|SERVICIOS PROFESIONALES DE INGENIERIA Y ACTIVIDADES CONEXAS DE CONSULT|OTRAS ACTIVIDADES ESPECIALIZADAS DE DISEÃ‘O N.C.P.|OTRAS ACTIVIDADES PROFESIONALES, CIENTIFICAS Y TECNICAS N.C.P.|REPARACION DE APARATOS DE USO DOMESTICO, EQUIPO DOMESTICO Y DE JARDINE;331501|451001|452002|453000|711003|741009|749009|952200;REPARACIONES|COMPRA VENTA DE AUTOS|VULCANIZACION|SERVICIOS ESPECIALIZADOS AUTOMOTRICES|SERVICIOS DE ARQUITECTURA, INGENIERIA Y AGRIMENSURA|OTROS SERVICIOS PROFESIONALES|OTROS SERVICIOS PROFESIONALES|REPARACION DE ELECTRODOMESTICOS;;Sin InformaciÃ³n;-;;;3371000;0;33000;1266000;2000;0;0;0;2138000;0;0;0;0;0;0;1693000;0;0;0;0;0;0;0;false;false;0;0;0;0;false;false;0;0;0;0;false;false;0;0;0;0;false;false;0;0;0;0;0;0;0;0;0;0
;6101649009;Murillo S.A.;37721264;Persona;cl_person;2023-04-17;VENTA AL POR MENOR DE VEHICULOS AUTOMOTORES NUEVOS O USADOS (INCLUYE C|VENTA DE PARTES, PIEZAS Y ACCESORIOS PARA VEHICULOS AUTOMOTORES;451002|453000;COMPRA VENTA DE AUTOS|SERVICIOS ESPECIALIZADOS AUTOMOTRICES;;Sin InformaciÃ³n;-;;;2862000;0;0;2862000;3000;0;0;0;0;0;0;0;0;0;0;2795000;0;0;0;0;0;0;0;false;false;0;0;0;0;false;false;0;0;0;0;false;false;0;0;0;0;false;false;0;0;0;0;0;0;0;0;0;0
;9348641272;Contreras MacÃ­as S.L.;75916057;Persona;cl_person;2023-04-17;SERVICIOS PROFESIONALES DE INGENIERIA Y ACTIVIDADES CONEXAS DE CONSULT;711003;SERVICIOS DE ARQUITECTURA, INGENIERIA Y AGRIMENSURA;;Sin InformaciÃ³n;-;;;1335000;0;0;1335000;1000;0;0;0;0;0;0;0;0;0;0;27053000;0;0;0;0;0;0;0;false;false;0;0;0;0;false;false;0;0;0;0;false;false;0;0;0;0;false;false;0;0;0;0;0;0;0;0;0;0
;1265377285;Becerra, Espinosa y Miranda Asociados;53643199;Persona;cl_person;2023-04-17;VENTA AL POR MAYOR DE VEHICULOS AUTOMOTORES|OTRAS ACTIVIDADES DE SERVICIOS PERSONALES N.C.P.;451001|960909;COMPRA VENTA DE AUTOS|OTROS DEL RUBRO ESPECIALIDADES;;Sin InformaciÃ³n;-;;;13957000;0;0;13957000;3000;0;0;0;0;0;0;0;0;0;0;3024000;0;0;0;0;0;0;0;false;false;0;0;0;0;false;false;0;0;0;0;false;false;0;0;0;0;false;false;0;0;0;0;0;0;0;0;0;0
;2164486670;Villegas y LimÃ³n;64416846;Persona;cl_person;2023-04-17;VENTA AL POR MENOR DE APARATOS ELECTRICOS, TEXTILES PARA EL HOGAR Y OT|SERVICIOS DE ASESORAMIENTO Y REPRESENTACION JURIDICA;475909|691001;TIENDA DE ELECTRODOMESTICOS Y ELECTRONICOS|ABOGADOS;;Sin InformaciÃ³n;-;;;325000;0;0;325000;1000;0;0;0;0;0;0;0;0;0;0;5000;0;0;0;0;0;0;0;false;false;0;0;0;0;false;false;0;0;0;0;false;false;0;0;0;0;false;false;0;0;0;0;0;0;0;0;0;0
;6935186241;OrdÃ³Ã±ez y Menchaca;36618633;Persona;cl_person;2023-04-17;SERVICIOS DE ASESORAMIENTO Y REPRESENTACION JURIDICA|SERVICIOS DE SEGURIDAD PRIVADA PRESTADOS POR INDEPENDIENTES|OTRAS ACTIVIDADES DE SERVICIOS PERSONALES N.C.P.;691001|801003|960909;ABOGADOS|SERVICIOS DE SEGURIDAD|OTROS DEL RUBRO ESPECIALIDADES;;Sin InformaciÃ³n;-;;;971000;0;0;971000;2000;0;0;0;0;0;0;0;0;0;0;46222000;0;0;0;0;0;0;0;false;false;0;0;0;0;false;false;0;0;0;0;false;false;0;0;0;0;false;false;0;0;0;0;0;0;0;0;0;0
;4947565160;Mendoza S.A.;17489316;Persona;cl_person;2023-04-17;OTRAS ACTIVIDADES DE SERVICIOS PERSONALES N.C.P.;960909;OTROS DEL RUBRO ESPECIALIDADES;;Sin InformaciÃ³n;-;;;208919000;0;0;0;0;208919000;0;0;0;0;66974000;0;0;0;0;3035000;0;0;0;0;0;0;0;false;false;0;0;0;0;false;false;0;0;0;0;false;false;0;0;0;0;false;false;0;0;0;0;0;0;0;0;0;0
;1239459465;Vergara S.A.;81022682;Persona;cl_person;2023-04-17;SERVICIOS DE ASESORAMIENTO Y REPRESENTACION JURIDICA;691001;ABOGADOS;;Sin InformaciÃ³n;-;;;30865000;0;0;30865000;8000;0;0;0;0;0;0;0;0;0;0;46621000;0;0;0;0;0;0;0;false;false;0;0;0;0;false;false;0;0;0;0;false;false;1;199981;1;199981;true;true;0;0;0;0;0;0;0;0;0;0
;3920405443;Saldivar y Ãvila;43426132;Persona;cl_person;2023-04-17;OTRAS ACTIVIDADES DE SERVICIOS PERSONALES N.C.P.;960909;OTROS DEL RUBRO ESPECIALIDADES;;Sin InformaciÃ³n;-;;;6971000;182000;0;7153000;2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false;false;0;0;0;0;false;false;0;0;0;0;false;false;0;0;0;0;false;false;0;0;0;0;0;0;0;0;0;0
;3026221340;Irizarry, Abrego y Benavides Asociados;79564286;Persona;cl_person;2023-04-17;OTRAS ACTIVIDADES DE SERVICIOS PERSONALES N.C.P.;960909;OTROS DEL RUBRO ESPECIALIDADES;;Sin InformaciÃ³n;-;;;364343000;0;0;64450000;5000;299893000;0;0;0;0;0;0;0;0;0;57650000;0;0;0;0;0;0;0;false;false;0;0;0;0;false;false;0;0;0;0;false;false;0;0;0;0;false;false;0;0;0;0;0;0;0;0;0;0
;9277120413;Cardenas y Rodarte;86145575;Persona;cl_person;2023-04-17;OTRAS ACTIVIDADES DE SERVICIOS PERSONALES N.C.P.;960909;OTROS DEL RUBRO ESPECIALIDADES;;Sin InformaciÃ³n;-;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22728000;0;0;0;0;0;0;0;false;false;0;0;0;0;false;false;0;0;0;0;false;false;0;0;0;0;false;false;0;0;0;0;0;0;0;0;0;0
;3908949015;HenrÃ­quez Villegas Hermanos;32308077;Persona;cl_person;2023-04-17;SERVICIOS DE PUBLICIDAD PRESTADOS POR PROFESIONALES|OTRAS ACTIVIDADES ESPECIALIZADAS DE DISEÃ‘O N.C.P.|OTRAS ACTIVIDADES PROFESIONALES, CIENTIFICAS Y TECNICAS N.C.P.|ACTIVIDADES DE ARTISTAS REALIZADAS DE FORMA INDEPENDIENTE: ACTORES, MU|OTRAS ACTIVIDADES DE SERVICIOS PERSONALES N.C.P.;731002|741009|749009|900003|960909;SERVICIOS PERSONALES EN PUBLICIDAD|OTROS SERVICIOS PROFESIONALES|OTROS SERVICIOS PROFESIONALES|OTROS DEL RUBRO ENTRETENIMIENTO|OTROS DEL RUBRO ESPECIALIDADES;;Sin InformaciÃ³n;-;;;177000;0;0;177000;1000;0;0;0;0;0;0;0;0;0;0;5504000;0;0;0;0;0;0;0;false;false;0;0;0;0;false;false;0;0;0;0;false;false;0;0;0;0;false;false;0;0;0;0;0;0;0;0;0;0
;8268846787;Iglesias Hermanos;41631898;Persona;cl_person;2023-04-17;SERVICIOS DE ASESORAMIENTO Y REPRESENTACION JURIDICA|OTRAS ACTIVIDADES DE SERVICIOS PERSONALES N.C.P.;691001|960909;ABOGADOS|OTROS DEL RUBRO ESPECIALIDADES;;Sin InformaciÃ³n;-;;;5237000;0;0;5237000;2000;0;0;0;0;0;0;0;0;0;0;10760000;0;0;0;0;0;0;0;false;false;0;0;0;0;false;false;0;0;0;0;false;false;0;0;0;0;false;false;0;0;0;0;0;0;0;0;0;0
;4993791999;Toledo S.L.;60837538;Persona;cl_person;2023-04-17;OTROS SERVICIOS DE ENSAYOS Y ANALISIS TECNICOS (EXCEPTO ACTIVIDADES DE|ACTIVIDADES DE LA ADMINISTRACION PUBLICA EN GENERAL|OTRAS ACTIVIDADES DE SERVICIOS PERSONALES N.C.P.;712009|841100|960909;LABORATORIOS NO MEDICOS|SERVICIOS GUBERNAMENTALES|OTROS DEL RUBRO ESPECIALIDADES;;Sin InformaciÃ³n;-;;;3052000;0;0;3052000;2000;0;0;0;0;0;0;0;0;0;0;16315000;0;0;0;0;0;0;0;false;false;0;0;0;0;false;false;0;0;0;0;false;false;0;0;0;0;false;false;0;0;0;0;0;0;0;0;0;0
;7337336249;Esquibel Canales S.A.;25566076;Persona;cl_person;2023-04-17;OTRAS ACTIVIDADES DE SERVICIOS PERSONALES N.C.P.;960909;OTROS DEL RUBRO ESPECIALIDADES;;Sin InformaciÃ³n;-;;;802000;0;0;802000;2000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;false;false;0;0;0;0;false;false;3;1265639;3;1265639;true;true;0;0;0;0;false;false;0;0;0;0;0;0;0;0;0;0
;8343846899;Carrillo S.L.;16638188;Persona;cl_person;2023-04-17;OTRAS ACTIVIDADES AUXILIARES DE LAS ACTIVIDADES DE SEGUROS Y FONDOS DE|OTRAS ACTIVIDADES DE SERVICIOS PERSONALES N.C.P.;662900|960909;TITULOS VALORESÃ¢â‚¬â€CORREDORES/DISTRIBUIDORES|OTROS DEL RUBRO ESPECIALIDADES;;Sin InformaciÃ³n;-;;;69305000;0;0;11636000;1000;57668000;0;0;0;0;0;0;0;0;0;3360000;0;0;0;0;0;0;0;false;false;0;0;0;0;false;false;0;0;0;0;false;false;0;0;0;0;false;false;0;0;0;0;0;0;0;0;0;0
;7251098561;Abeyta, LebrÃ³n y Madrigal Asociados;21074740;Persona;cl_person;2023-04-17;CULTIVO DE OTROS FRUTOS Y NUECES DE ARBOLES Y ARBUSTOS|OTRAS ACTIVIDADES DE SERVICIOS PERSONALES N.C.P.;012502|960909;|OTROS DEL RUBRO ESPECIALIDADES;;Sin InformaciÃ³n;-;;;64132000;0;0;275000;1000;63857000;0;0;0;0;0;0;0;0;0;28042000;0;0;0;0;0;0;0;false;false;0;0;0;0;false;false;0;0;0;0;false;false;0;0;0;0;false;false;0;0;0;0;0;0;0;0;0;0
;3663440681;Trejo CantÃº S.L.;10733916;Persona;cl_person;2023-04-17;OTRAS ACTIVIDADES DE SERVICIOS PERSONALES N.C.P.;960909;OTROS DEL RUBRO ESPECIALIDADES;;Sin InformaciÃ³n;-;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16500000;0;0;0;0;0;0;0;false;false;0;0;0;0;false;false;0;0;0;0;false;false;0;0;0;0;false;false;0;0;0;0;0;0;0;0;0;0
;4417015819;Alva y Zamudio;44653309;Persona;cl_person;2023-04-17;VENTA AL POR MAYOR DE VEHICULOS AUTOMOTORES|VENTA DE PARTES, PIEZAS Y ACCESORIOS PARA VEHICULOS AUTOMOTORES|VENTA DE MOTOCICLETAS|VENTA AL POR MAYOR DE MAQUINARIA METALURGICA, PARA LA MINERIA, EXTRACC|ACTIVIDADES DE PROGRAMACION INFORMATICA;451001|453000|454001|465901|620100;COMPRA VENTA DE AUTOS|SERVICIOS ESPECIALIZADOS AUTOMOTRICES|COMPRA VENTA Y ARRIENDO DE MOTOS|MATERIALES INDUSTRIALES|SERVICIOS INFORMATICOS;;Sin InformaciÃ³n;-;;;680601000;0;0;131890000;4000;389475000;0;0;159236000;0;0;0;0;0;0;148188000;0;0;0;0;0;0;0;false;false;0;0;0;0;false;false;0;0;0;0;false;false;0;0;0;0;false;false;0;0;0;0;0;0;0;0;0;0
;9272389814;Verduzco y Garza;66782769;Persona;cl_person;2023-04-17;OTRAS ACTIVIDADES DE SERVICIOS PERSONALES N.C.P.;960909;OTROS DEL RUBRO ESPECIALIDADES;;Sin InformaciÃ³n;-;;;83751000;405000;184000;84341000;4000;0;0;0;0;0;54021000;0;0;0;0;2209000;0;0;0;0;0;0;0;false;false;0;0;0;0;false;false;1;1186896;1;1186896;true;true;0;0;0;0;false;false;0;0;0;0;0;0;0;0;0;0
;7423380468;Coronado, Caldera y Montero Asociados;11891426;Persona;cl_person;2023-04-17;VENTA AL POR MENOR DE VEHICULOS AUTOMOTORES NUEVOS O USADOS (INCLUYE C|TRANSPORTE DE CARGA POR CARRETERA;451002|492300;COMPRA VENTA DE AUTOS|SERVICIOS DE REMOLQUE;;Sin InformaciÃ³n;-;;;491000;0;0;491000;1000;0;0;0;0;0;0;0;0;0;0;59000;0;0;0;0;0;0;0;false;false;0;0;0;0;false;false;0;0;0;0;false;false;0;0;0;0;false;false;0;0;0;0;0;0;0;0;0;0
;3342394402;Sosa y Crespo;17204938;Persona;cl_person;2023-04-17;OTRAS ACTIVIDADES DE ESPARCIMIENTO Y RECREATIVAS N.C.P.|OTRAS ACTIVIDADES DE SERVICIOS PERSONALES N.C.P.;932909|960909;SERVICIOS RECREATIVOS|OTROS DEL RUBRO ESPECIALIDADES;;Sin InformaciÃ³n;-;;;81866000;0;0;244000;2000;81622000;0;0;0;0;0;0;0;0;0;6541000;0;0;0;0;0;0;0;false;false;0;0;0;0;false;false;0;0;0;0;false;false;0;0;0;0;false;false;0;0;0;0;0;0;0;0;0;0
